,ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
5154,v5nB2OJnCko,10,20,"/m/04rlf,/t/dd00037","['movie soundtrack', 'violins trilling', 'philharmonic orchestra', 'energetic', 'emotional', 'noir fantasy', 'horn section', 'instrumental music', 'tempo changes', 'scene changes', 'animated movie track', 'brass section', 'conductor', 'mysterious', 'timpani playing loud', 'piano plays suspenseful', 'scary', 'eerie', 'building anticipation', 'medium tempo', 'tempo increases']","The track is instrumental. The tempo changes building suspense, violins trilling, string section harmony, brass section plays percussively and piano plays suspenseful notes. This is a movie soundtrack. The audio quality is average.",1,True,True
5156,v88cAXP03As,70,80,"/m/025td0t,/m/02v2lh,/m/04rlf","['synth pad', 'synth plucks', 'acoustic guitar', 'female voice singing', 'relaxing', 'medium to uptempo']",A female voice is singing with a little bit of reverb and delay on her voice. A synth pad is playing a soft string drone sound in the mid-range. An acoustic guitar is playing an arpeggio melody along with a synth pluck sound walking down a scale and another pluck sound playing a melody on top. All of them have different rhythm structures and seem to play against each other but fitting perfectly together. The sounds are spread across both sides of the speakers. This song may be playing in a ceremony at a festival.,6,True,True
5159,vBkDLBO-Aok,30,40,"/m/04rlf,/m/07qdb04,/m/09ddx","['short audio crackle', 'low quality', 'quacking ducks sound effects', 'manic toms roll', 'shimmering hi hats', 'wide electric guitars', 'fat bass guitar', 'punchy snare', 'energetic crash', 'punchy kick', 'rock', 'energetic', 'animals']","The low quality recording features a quacking ducks sound effects as an intro, after which comes a manically played drum roll that includes snares and toms, leading into the wide electric guitars, punchy kick, energetic crash cymbal, shimmering hi hats and fat bass guitar. At the very beginning, there is a short audio crackle that makes this recording's quality low.",4,True,True
5163,vDrbslhtX8o,30,40,"/m/04rlf,/m/07qcpgn,/m/0g293","['crowd cheering', 'tap dancing sounds', 'swing music', 'jazz genre', 'low quality audio recording']",The jazz music features a swing band playing in the background. In the foreground one can hear tap dancing sounds and the crowd cheering. This and the low audio quality leads me to believe this is a recording of a live tap dancing show.,2,True,True
5164,vEMNk-lbGTE,30,40,"/m/0283d,/m/04rlf,/m/06bxc,/m/07s72n,/m/08cyft","['hip-hop song', 'rap', 'male voice', 'synth backing', 'hand claps', 'repetitive synth melody', 'moderate tempo', 'club music', 'programmed percussion', 'bass']",This hip-hop song features a male voice rapping the main lyrics. This is accompanied by programmed percussion playing a simple beat. Hand claps are played on every alternate count. The synth plays a repetitive melody in loop. The bass plays the root notes of the chords in harmony with the synth. This is a moderate tempo song. This song can be played in a club.,0,True,True
5167,vEt13GxzDKk,30,40,"/m/02w4v,/m/04rlf,/m/04wptg","['female vocalist', 'medium tempo', 'indian music', 'wedding rituals', 'ghungaroos', 'shakers', 'indian folk music', 'indian folk song', 'punjabi song', 'punjabi folk song', 'shakers', 'dholak beat', 'hand percussions', 'punjabi wedding song', 'laughter', 'happy', 'joyful', 'festive', 'celebration', 'minimalist', 'high notes']","A female vocalist sings this happy Indian wedding song. The tempo is medium fast with a cheerful dholak and a rhythmic shaker made of ghungaroos. The song is a minimalist, cheerful, happy, festive, celebratory and joyful song sung during Punjabi wedding rituals.",7,True,True
5170,vK9x7UQ9Y7k,30,40,"/m/01c194,/m/028sqc,/m/04rlf,/m/0y4f8","['male singer', 'slow tempo', 'chanting', 'indian music', 'devotional', 'spiritual', 'pensive', 'female backup', 'catchy riff', 'indian music', 'indian classical music', 'keyboard harmony', 'guitar accompaniment', 'steady drumming', 'hindu prayer', 'hindu chant', 'hindu puja song', 'hindu devotion song', 'meditative', 'calming', 'soothing', 'peaceful']","A male vocalist sings this meditative chant. The tempo is slow with keyboard harmony, steady drumming, rhythmic acoustic guitar,tambourine and female vocal backup. The song is a vocal riff of a chant sung melodiously. It is calming, peaceful, meditative, pensive, soothing, prayerful and devotional. This song is sung during Hindu festivities or Pujas.",7,True,True
5172,vKjC5HTH22o,160,170,"/m/04rlf,/t/dd00032","['mexican folk music', 'male vocal', 'shout-like singing', 'brass', 'playful', 'funny', 'folk dance']",This is a Mexican folk music piece. There is a male vocal singing at a very elevated volume that resembles shouting. There is a brass melody playing alongside the vocal. The atmosphere of the piece is playful. The best use for this piece could be as an accompaniment for a folk dance. It could also be used in the soundtrack of a comedy movie or a TV show that takes place in Mexico.,9,True,True
5173,vMU7ZKY2Eso,220,230,"/m/04rlf,/m/0g293,/m/0ln16","['male singer', 'fast tempo', 'brass band', 'brass instruments', 'vibrant', 'animated piano', 'youthful', 'buoyant', 'bouncy', 'enthusiastic', 'energetic', 'vigorous', 'latin music', 'bright trumpet', 'groovy bass lines', 'keyboard harmony', 'enthusiastic drumming', 'spanish guitar', 'upbeat', 'latin pop', 'latin dance music', 'latin folk', 'lively piano', 'world music', 'congas', 'dance music', 'latin pop']","A male vocalist sings this lively Latino song. The tempo is fast with an animated piano accompaniment, bright trumpets, energetic and rhythmic drumming, groovy bass and keyboard. The song is energetic, lively, buoyant, bouncy, vibrant and vivacious with a dance groove. This song is Latin Pop.",7,True,True
5175,vNPx6RS8PiM,210,220,"/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y","['jazz', 'bass-ukulele', 'piano', 'saxophone', 'jazz piano', 'uptempo']",This song contains someone playing a bass-ukulele along to a piano playing jazzy chords along with a soft jazz piano. The main melody is being played by an alto saxophone. This song may be playing in a jazz lounge bar.,6,True,True
5181,vQHKa69Mkzo,420,430,"/m/04rlf,/m/07qqyl4","['instrumental', 'fast tempo', 'vocalisation', 'fearful', 'destructive', 'exploding', 'tumbling', 'scraping', 'incessant eerie background music', 'spooky', 'dangerous', 'evil', 'dark', 'intense', 'crickets', 'birds', 'crashing', 'male voice screaming', 'synthesiser arrangement', 'sinister music', 'danger', 'airplane sound', 'crashing', 'falling', 'birds chirping', 'blasts', 'spook music', 'eerie']","This clip is an instrumental. The tempo is fast with no harmony. There is a sinister synthesised  music playing in the background to the sounds of a male voice screaming in pain, an airplane flying, crashing, exploding, blasts, tumbling and scraping and the sound of a bird or cricket . The sinister music incessantly plays in the background. The vibe of this audio is sinister, spooky, eerie, haunting, dangerous and destructive.",7,True,True
5187,vWiq7n4yTAw,30,40,"/m/02bxd,/m/04rlf","['low quality recording', 'didgeridoo', 'deep bass sound', 'resonant sound', 'continuous drone', 'low pitch', 'no percussion', 'wind instrument', 'repetitive melody', 'no voices']",This instrumental song is played on a didgeridoo. This is a continuous drone sound which is resonant and played in a low pitch. There is no percussion in this song. The instrument is played in a repetitive pattern producing low sounds with higher pitched vibrating sounds inter-spread in between notes. There are no voices in this song.,0,True,True
5189,vYP60jdTupc,30,40,"/m/028sqc,/m/04rlf,/m/064t9,/m/07sbbz2","['pop', 'string section', 'acoustic piano', 'e-bass', 'acoustic drums', 'female voice singing', 'crowd sheering', 'medium to uptempo']",An e-bass and strings are playing a simple melody to elevate the atmosphere. In the background an acoustic piano is playing a melody along with the drums. Then a female voice starts singing while the crowd starts cheering. This song may be playing live during a tv-show.,6,True,True
5196,vgpV6F9tge8,30,40,"/m/042v_gx,/m/04rlf,/m/04rzd,/m/0fx80y","['rock/country', 'acoustic guitar', 'guitar-like instrument', 'djembe', 'medium to uptempo', 'amateur recording']",Someone is playing an acoustic guitar along with someone playing a solo melody on top with another plucked string instrument. They are accompanied by someone playing a djembe or another percussive instrument. This song may be playing sitting around a bonfire.,6,True,True
5200,vmBkZflwViA,10,20,"/m/04rlf,/m/04szw,/m/04wptg,/m/05148p4,/m/05r5c","['classical', 'no singer', 'single instrument', 'organ', 'wedding', 'procession', 'joyful', 'celebration', 'festive']",This is a classical music piece performance. It is meant to be played at a wedding. There is an organ playing a simple and festive tune. There is an atmosphere of celebration in this piece. This music would fit perfectly with weddings. Organ samples could also be lifted from this recording to be used in beat-making.,9,True,True
5202,vmz9kAEiTSc,30,40,"/m/01c194,/m/02bk07,/m/02v2lh,/m/04rlf","['meditation', 'mantra', 'synth pads', 'male deep voice singing', 'relaxing', 'calming', 'slow tempo']","Synthesizers are playing pads. There is a low pad sound serving as bass, mid and high string pad sounds. A low male voice is singing. The whole recording has reverb on it. This song may be playing while meditating.",6,True,True
5203,vnwKpQeza3A,320,330,"/m/02bxd,/m/04rlf","['didgeridoo', 'live performance', 'two didgeridoos', 'low hum', 'low bass sound', 'low frequency instrument', 'wobbly']","This is a recording of two didgeridoos. They are playing low notes and create a very low vibrational tone. There is a melody, but it is not easily recognizable.",3,True,True
5205,vo7BYs1OqbM,30,40,"/m/028sqc,/m/04rlf,/m/064t9","['girl band', 'surf guitar', 'go go beat', 'loud bass', 'pop', 'live performance', 'low fidelity', 'group female vocals', 'drum breaks', 'electronic drums']","Live performance of a girl band group, featuring surf guitar and a go-go beat that transitions to modern pop production with loud bass and electronic drum breaks. Audio is low fidelity. Would be popular with teenage girls.",8,True,True
5206,vp6p45b-038,30,40,"/m/04rlf,/t/dd00033","['pop', 'synthesizer evolving pad sound', 'piano', 'digital drums', 'very sad atmosphere', 'medium to uptempo']",This song contains a evolving synth pad sound in the higher register with noise. A piano is playing a sad minor chord progression in the mid range. Then a strong industrial sounding digital drum comes. This song may be playing in a very sad movie scene.,6,True,True
5207,vpU4XIISXtM,30,40,"/m/04rlf,/m/0fx9l","['low quality', 'electro', 'high pitched female vocal', '4 on the floor boomy 808 bass', 'shimmering shakers', 'stuttering drums', 'frequency sweep riser', 'repetitive short male vocal chant', 'muffled syncopated snare', 'funny', 'groovy', 'energetic']","The Electro song features a ""4 on the floor"" boomy 808 bass, shimmering shakers, muffled syncopated snare, repetitive short male vocal chants, high pitched female vocal and frequency sweep riser. It sounds funny, groovy and energetic. The drums are stuttering at one point, which serves as a transition to the next section.",4,True,True
5212,vrxT5jhqu0Q,20,30,"/m/04rlf,/m/07qcpgn","['steps', 'claps', 'live performance', 'rhythmic', 'human sounds', 'percussion', 'hype', 'dance']","This is the live recording of a dance piece. The dancer can be heard stepping her foot on the ground and clapping her hands in a rhythmic fashion. The recording is a bit poor in quality, but samples could be lifted to be used in beats.",9,True,True
